Dataset_id,Public_dataset_id,Data_path,Data_type,Notes_download,Pubmed_id,Disease,Status,Control,Species,Brain_region,Treatment,Sex,Stage,Age,N_cells,Protocol,Methodology,Model,Protocol details,JUST KEEP FOR SEARCH (NO NEED),Notes,
HD005007,GSE245631_Sample11,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID37807512/GSE245631_Sample11_counts.csv.gz,csv.gz,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,,Parse Biosciences,single-cell RNA sequencing,zQ175,"Mice were euthanized by pentobarbital overdose and perfused with 0.01 M PBS. Striatum was dissected out of the left hemisphere and flash-frozen. Single nuclei were isolated from flash frozen ½ hemisphere full striatal in Nuclei EZ Lysis buffer (Cat#NUC101-1KT, Sigma-Aldrich) and incubated for 5min. Samples were passed through a 70 μm filter and incubated in additional lysis buffer for 5min and centrifuged at 500 × g for 5min at 4 °C before two washes in Nuclei Wash and Resuspension buffer (1×PBS, 1% BSA, 0.2 U/μl RNase inhibitor). Nuclei were fixed using a Parse Biosciences WF100 kit and the manufacturers protocol (Parse Biosciences, Seattle, WA).Single-nucleus suspensions were fixed and frozen for 8 mouse brain tissue samples following the Parse Bioscience Fixation User Manual V1.3.0 (Parse Biosciences). Single-nucleus RNA-seq libraries were generated following the Parse Biosciences Single Cell Whole Transcriptome Kit User Manual V1.3.0 (Parse Biosciences). Quantification of cDNA libraries was performed using Qubit dsDNA HS Assay Kit (Life Technologies Q32851) and high-sensitivity DNA chips (Agilent. 5067-4626). Quantification of final cDNA libraries was performed using KAPA qPCR (Kapa Biosystems KK4824). Sequencing of single-cell libraries was performed on the Illumina NovaSeq 6000 platform to target an average of ~50,000 reads per cell.",,,
HD005008,GSE245631_Sample12,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID37807512/GSE245631_Sample12_counts.csv.gz,csv.gz,,37807512,HD,Disease,No,Mouse,striatum,,Female,no data available,,,Parse Biosciences,single-cell RNA sequencing,zQ175,"Mice were euthanized by pentobarbital overdose and perfused with 0.01 M PBS. Striatum was dissected out of the left hemisphere and flash-frozen. Single nuclei were isolated from flash frozen ½ hemisphere full striatal in Nuclei EZ Lysis buffer (Cat#NUC101-1KT, Sigma-Aldrich) and incubated for 5min. Samples were passed through a 70 μm filter and incubated in additional lysis buffer for 5min and centrifuged at 500 × g for 5min at 4 °C before two washes in Nuclei Wash and Resuspension buffer (1×PBS, 1% BSA, 0.2 U/μl RNase inhibitor). Nuclei were fixed using a Parse Biosciences WF100 kit and the manufacturers protocol (Parse Biosciences, Seattle, WA).Single-nucleus suspensions were fixed and frozen for 8 mouse brain tissue samples following the Parse Bioscience Fixation User Manual V1.3.0 (Parse Biosciences). Single-nucleus RNA-seq libraries were generated following the Parse Biosciences Single Cell Whole Transcriptome Kit User Manual V1.3.0 (Parse Biosciences). Quantification of cDNA libraries was performed using Qubit dsDNA HS Assay Kit (Life Technologies Q32851) and high-sensitivity DNA chips (Agilent. 5067-4626). Quantification of final cDNA libraries was performed using KAPA qPCR (Kapa Biosystems KK4824). Sequencing of single-cell libraries was performed on the Illumina NovaSeq 6000 platform to target an average of ~50,000 reads per cell.",,,
HD006001,GSM8684827,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID40482637/GSM8684827_1-6_4wk_R62_counts.csv.gz,csv.gz,,40482637,HD,Disease,No,Mouse,brain,,Male,no data available,4 weeks,,10x Genomics,single-nucleus RNA sequencing,R62,"Fresh frozen tissue were OCT embedded, snap frozen over isopentane bath immersed in liquid nitrogen and ~700uM of 30uM sections of tissue were collected. Sections were fixed for 21 hours with 4% PFA and dissociated using Liberase TL (postnatal day 0) or Liberse TH (4-week and 12-week) and processed with the 10x Genomics Chromium Fixed RNA Profiling kit according to manufacter's instructions. Tissue was then dissoaciated with a gentleMACS OctoDissociator and cell quality and number evaluated.Probe hybiridization and library construction were performed with the 10x Genomics Single Cell Gene Expression FLEX according to the manufacter's instructions. 4 samples were multiplexed and 2 samples singleplex. After probe hybridization, nuclei were pooled (if multiplexed), partitioned into GEMs and ligation and extension was in GEMs Samples were sequenced with the Illumina NovaSeq system with a target sequenciong depth of at least 30,000/nuclei.",,,
HD006002,GSM8684828,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID40482637/GSM8684828_3-5_4wk_NT_counts.csv.gz,csv.gz,,40482637,HD,Healthy,Yes,Mouse,brain,,Male,no data available,4 weeks,,10x Genomics,single-nucleus RNA sequencing,WT,"Fresh frozen tissue were OCT embedded, snap frozen over isopentane bath immersed in liquid nitrogen and ~700uM of 30uM sections of tissue were collected. Sections were fixed for 21 hours with 4% PFA and dissociated using Liberase TL (postnatal day 0) or Liberse TH (4-week and 12-week) and processed with the 10x Genomics Chromium Fixed RNA Profiling kit according to manufacter's instructions. Tissue was then dissoaciated with a gentleMACS OctoDissociator and cell quality and number evaluated.Probe hybiridization and library construction were performed with the 10x Genomics Single Cell Gene Expression FLEX according to the manufacter's instructions. 4 samples were multiplexed and 2 samples singleplex. After probe hybridization, nuclei were pooled (if multiplexed), partitioned into GEMs and ligation and extension was in GEMs Samples were sequenced with the Illumina NovaSeq system with a target sequenciong depth of at least 30,000/nuclei.",,,
HD006003,GSM8684829,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID40482637/GSM8684829_1-1_4wk_R62_counts.csv.gz,csv.gz,,40482637,HD,Mixed,Mixed,Mouse,brain,,Male,no data available,mix of 4 weeks and 12 weeks,,10x Genomics,single-nucleus RNA sequencing,R62; WT,"Fresh frozen tissue were OCT embedded, snap frozen over isopentane bath immersed in liquid nitrogen and ~700uM of 30uM sections of tissue were collected. Sections were fixed for 21 hours with 4% PFA and dissociated using Liberase TL (postnatal day 0) or Liberse TH (4-week and 12-week) and processed with the 10x Genomics Chromium Fixed RNA Profiling kit according to manufacter's instructions. Tissue was then dissoaciated with a gentleMACS OctoDissociator and cell quality and number evaluated.Probe hybiridization and library construction were performed with the 10x Genomics Single Cell Gene Expression FLEX according to the manufacter's instructions. 4 samples were multiplexed and 2 samples singleplex. After probe hybridization, nuclei were pooled (if multiplexed), partitioned into GEMs and ligation and extension was in GEMs Samples were sequenced with the Illumina NovaSeq system with a target sequenciong depth of at least 30,000/nuclei.",,,
HD006004,GSM8684830,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID40482637/GSM8684830_1-p0-1_NT_counts.csv.gz,csv.gz,,40482637,HD,Mixed,Mixed,Mouse,brain,,Male,no data available,postnatal day 0,,10x Genomics,single-nucleus RNA sequencing,R62; WT,"Fresh frozen tissue were OCT embedded, snap frozen over isopentane bath immersed in liquid nitrogen and ~700uM of 30uM sections of tissue were collected. Sections were fixed for 21 hours with 4% PFA and dissociated using Liberase TL (postnatal day 0) or Liberse TH (4-week and 12-week) and processed with the 10x Genomics Chromium Fixed RNA Profiling kit according to manufacter's instructions. Tissue was then dissoaciated with a gentleMACS OctoDissociator and cell quality and number evaluated.Probe hybiridization and library construction were performed with the 10x Genomics Single Cell Gene Expression FLEX according to the manufacter's instructions. 4 samples were multiplexed and 2 samples singleplex. After probe hybridization, nuclei were pooled (if multiplexed), partitioned into GEMs and ligation and extension was in GEMs Samples were sequenced with the Illumina NovaSeq system with a target sequenciong depth of at least 30,000/nuclei.",,,
HD006005,GSM8684831,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID40482637/GSM8684831_2-2_12wk_R62_counts.csv.gz,csv.gz,,40482637,HD,Mixed,Mixed,Mouse,brain,,Male,no data available,mix of postnatal day 0 and 12 weeks,,10x Genomics,single-nucleus RNA sequencing,R62; WT,"Fresh frozen tissue were OCT embedded, snap frozen over isopentane bath immersed in liquid nitrogen and ~700uM of 30uM sections of tissue were collected. Sections were fixed for 21 hours with 4% PFA and dissociated using Liberase TL (postnatal day 0) or Liberse TH (4-week and 12-week) and processed with the 10x Genomics Chromium Fixed RNA Profiling kit according to manufacter's instructions. Tissue was then dissoaciated with a gentleMACS OctoDissociator and cell quality and number evaluated.Probe hybiridization and library construction were performed with the 10x Genomics Single Cell Gene Expression FLEX according to the manufacter's instructions. 4 samples were multiplexed and 2 samples singleplex. After probe hybridization, nuclei were pooled (if multiplexed), partitioned into GEMs and ligation and extension was in GEMs Samples were sequenced with the Illumina NovaSeq system with a target sequenciong depth of at least 30,000/nuclei.",,,
HD006006,GSM8684832,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID40482637/GSM8684832_1-2_4wk_NT_counts.csv.gz,csv.gz,,40482637,HD,Mixed,Mixed,Mouse,brain,,Male,no data available,mix of 4 weeks and 12 weeks,,10x Genomics,single-nucleus RNA sequencing,R62; WT,"Fresh frozen tissue were OCT embedded, snap frozen over isopentane bath immersed in liquid nitrogen and ~700uM of 30uM sections of tissue were collected. Sections were fixed for 21 hours with 4% PFA and dissociated using Liberase TL (postnatal day 0) or Liberse TH (4-week and 12-week) and processed with the 10x Genomics Chromium Fixed RNA Profiling kit according to manufacter's instructions. Tissue was then dissoaciated with a gentleMACS OctoDissociator and cell quality and number evaluated.Probe hybiridization and library construction were performed with the 10x Genomics Single Cell Gene Expression FLEX according to the manufacter's instructions. 4 samples were multiplexed and 2 samples singleplex. After probe hybridization, nuclei were pooled (if multiplexed), partitioned into GEMs and ligation and extension was in GEMs Samples were sequenced with the Illumina NovaSeq system with a target sequenciong depth of at least 30,000/nuclei.",,,
HD007001,GSM4257550,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID32448329/MW-IL6_1,10x,,32448329,HD,Healthy,Yes,Mouse,striatum,,no data available,no data available,,,10x Genomics,single-nucleus RNA sequencing,WT/Il6 knock-out,"Tissue was homogenized in 700 µL of homogenization buffer (320 mM sucrose, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], 0.1% NP-40, 1 mM β-mercaptoethanol, and 0.4 U/µL RNase inhibitor) with a 2 mL tissue grinder. Tissue was filtered through a 40 µm cell strainer and mixed with 450 µL solution of 50% OptiPrep density gradient medium, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], and 1 mM β-mercaptoethanol. The mixture was then pipetted onto an OptiPrep density gradient containing 750 µL of 30% OptiPrep Solution (134 mM sucrose, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], 1 mM β-mercaptoethanol, 0.04% NP-40, and 0.17 U/µL RNase Inhibitor) on top of 300 µL of 40% OptiPrep Solution inside a microcentrifuge tube. Nuclei were pelleted at the interface of the OptiPrep density gradient by centrifugation. Nuclei were washed three times with 2% BSA and the nuclear pellet was re-suspended in 100 µL of 2% BSA.Libraries were constructed according to the 10x Genomics Single Cell Expression v3 User Manual.",,,
HD007002,GSM4257551,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID32448329/MW-IL6_2,10x,,32448329,HD,Healthy,Yes,Mouse,striatum,,no data available,no data available,,,10x Genomics,single-nucleus RNA sequencing,WT/Il6 knock-out,"Tissue was homogenized in 700 µL of homogenization buffer (320 mM sucrose, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], 0.1% NP-40, 1 mM β-mercaptoethanol, and 0.4 U/µL RNase inhibitor) with a 2 mL tissue grinder. Tissue was filtered through a 40 µm cell strainer and mixed with 450 µL solution of 50% OptiPrep density gradient medium, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], and 1 mM β-mercaptoethanol. The mixture was then pipetted onto an OptiPrep density gradient containing 750 µL of 30% OptiPrep Solution (134 mM sucrose, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], 1 mM β-mercaptoethanol, 0.04% NP-40, and 0.17 U/µL RNase Inhibitor) on top of 300 µL of 40% OptiPrep Solution inside a microcentrifuge tube. Nuclei were pelleted at the interface of the OptiPrep density gradient by centrifugation. Nuclei were washed three times with 2% BSA and the nuclear pellet was re-suspended in 100 µL of 2% BSA.Libraries were constructed according to the 10x Genomics Single Cell Expression v3 User Manual.",,,
HD007003,GSM4257552,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID32448329/MW-IL6_3,10x,,32448329,HD,Healthy,Yes,Mouse,striatum,,no data available,no data available,,,10x Genomics,single-nucleus RNA sequencing,WT/Il6 knock-out,"Tissue was homogenized in 700 µL of homogenization buffer (320 mM sucrose, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], 0.1% NP-40, 1 mM β-mercaptoethanol, and 0.4 U/µL RNase inhibitor) with a 2 mL tissue grinder. Tissue was filtered through a 40 µm cell strainer and mixed with 450 µL solution of 50% OptiPrep density gradient medium, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], and 1 mM β-mercaptoethanol. The mixture was then pipetted onto an OptiPrep density gradient containing 750 µL of 30% OptiPrep Solution (134 mM sucrose, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], 1 mM β-mercaptoethanol, 0.04% NP-40, and 0.17 U/µL RNase Inhibitor) on top of 300 µL of 40% OptiPrep Solution inside a microcentrifuge tube. Nuclei were pelleted at the interface of the OptiPrep density gradient by centrifugation. Nuclei were washed three times with 2% BSA and the nuclear pellet was re-suspended in 100 µL of 2% BSA.Libraries were constructed according to the 10x Genomics Single Cell Expression v3 User Manual.",,,
HD007004,GSM4257553,/fs/ess/PAS1475/Weidong/ssKIND/scRNA/raw/PMID32448329/MW-IL6_4,10x,,32448329,HD,Healthy,Yes,Mouse,striatum,none,no data available,no data available,,,10x Genomics,single-nucleus RNA sequencing,WT/WT,"Tissue was homogenized in 700 µL of homogenization buffer (320 mM sucrose, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], 0.1% NP-40, 1 mM β-mercaptoethanol, and 0.4 U/µL RNase inhibitor) with a 2 mL tissue grinder. Tissue was filtered through a 40 µm cell strainer and mixed with 450 µL solution of 50% OptiPrep density gradient medium, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], and 1 mM β-mercaptoethanol. The mixture was then pipetted onto an OptiPrep density gradient containing 750 µL of 30% OptiPrep Solution (134 mM sucrose, 5 mM CaCl2, 3 mM Mg(CH3COO)2, 10 mM Tris HCl [pH 7.8], 0.1 mM EDTA [pH 8.0], 1 mM β-mercaptoethanol, 0.04% NP-40, and 0.17 U/µL RNase Inhibitor) on top of 300 µL of 40% OptiPrep Solution inside a microcentrifuge tube. Nuclei were pelleted at the interface of the OptiPrep density gradient by centrifugation. Nuclei were washed three times with 2% BSA and the nuclear pellet was re-suspended in 100 µL of 2% BSA.Libraries were constructed according to the 10x Genomics Single Cell Expression v3 User Manual.",,,
