Dataset_id,Public_dataset_id,Normation,Pubmed_id,Disease,Status,Control,Species,Brain_region,Treatment,Sex,Stage,Age,Zhu_Age,N_cells,Protocol,Methodology,Model,
AD026004,GSE146639,logcounts,33192286,AD,Disease,AD026001,Mouse,Other/combined,,Male,NA,7 months,7 months,22860,10x Genomics,Single-nucleus RNA sequencing,Trem2_KO mice,
AD027001,GSE158234,logcounts,33097708,AD,Healthy,,Human,Cortex,,Male,NA,7 months,7 months,1084,10x Genomics,Single-nucleus RNA sequencing,B6,
AD027002,GSE158234,logcounts,33097708,AD,Disease,AD027001,Human,Cortex,,Male,NA,7 months,7 months,4867,10x Genomics,Single-nucleus RNA sequencing,5XFAD,
AD028001,GSE153807,logcounts,32997994,AD,Healthy,,Human,Temporal lobe,,Male,6,75-90+ years,75-90+ years,5115,10x Genomics,Single-nucleus RNA sequencing,NA,
AD028002,GSE153807,logcounts,32997994,AD,Healthy,,Human,Temporal lobe,,Female,6,50-91 years,50-91 years,16076,10x Genomics,Single-nucleus RNA sequencing,NA,
AD028003,GSE153807,logcounts,32997994,AD,Disease,,Human,Temporal lobe,,Male,6,50-91 years,50-91 years,9574,10x Genomics,Single-nucleus RNA sequencing,NA,
AD028004,GSE153807,logcounts,32997994,AD,Disease,,Human,Temporal lobe,,Female,6,75-90+ years,75-90+ years,9097,10x Genomics,Single-nucleus RNA sequencing,NA,
AD029001,GSE152867,logcounts,32726626,AD,Healthy,,Mouse,Other/combined,,Female,NA,NA,no data available,32961,10x Genomics,Single-nucleus RNA sequencing,E5487,
AD029002,GSE152867,logcounts,32726626,AD,Disease,AD029001,Mouse,Other/combined,,Female,NA,NA,no data available,23879,10x Genomics,Single-nucleus RNA sequencing,E5487,
AD029003,GSE152867,logcounts,32726626,AD,Healthy,,Mouse,Other/combined,,Female,NA,NA,no data available,11252,10x Genomics,Single-nucleus RNA sequencing,E4KI,
AD029004,GSE152867,logcounts,32726626,AD,Disease,AD029003,Mouse,Other/combined,,Female,NA,NA,no data available,14303,10x Genomics,Single-nucleus RNA sequencing,E4KI,
AD030001,GSE140511,logcounts,31932797,AD,Healthy,,Mouse,Prefrontal cortex,,Male,NA,NA,no data available,18945,10x Genomics,Single-nucleus RNA sequencing,C57BL/6J; B6,
AD030002,GSE140511,logcounts,31932797,AD,Healthy,,Mouse,Prefrontal cortex,,Male,NA,NA,no data available,16375,10x Genomics,Single-nucleus RNA sequencing,B6,
AD030003,GSE140511,logcounts,31932797,AD,Disease,AD030001; AD030002,Mouse,Prefrontal cortex,,Male,NA,15 months,15 months,12353,10x Genomics,Single-nucleus RNA sequencing,5XFAD,
AD030004,GSE140511,logcounts,31932797,AD,Disease,AD030001; AD030002,Mouse,Prefrontal cortex,,Male,NA,7 months,7 months,34943,10x Genomics,Single-nucleus RNA sequencing,Trem2_KO mice,
AD030005,GSE140511,logcounts,31932797,AD,Disease,AD030001; AD030002,Mouse,Prefrontal cortex,,Male,NA,7 months,7 months,24253,10x Genomics,Single-nucleus RNA sequencing,WT_5XFAD mice,
AD030006,GSE140511,logcounts,31932797,AD,Disease,AD030001; AD030002,Mouse,Prefrontal cortex,,Male,NA,7 months,7 months,33778,10x Genomics,Single-nucleus RNA sequencing,Trem2_KO_5XFAD mice,
AD031001,GSE142267; GSE110741,logcounts,31951107,AD,Healthy,,Mouse,Hippocampus,,Male,"1,2",50-91 years,50-91 years,22315,10x Genomics,Single-nucleus RNA sequencing,NA,
AD031002,GSE142267; GSE110741,logcounts,31951107,AD,Healthy,,Mouse,Hippocampus,,Female,NA,NA,NA,624,10x Genomics,Single-nucleus RNA sequencing,NA,
AD031003,GSE142267; GSE110741,logcounts,31951107,AD,Disease,,Mouse,Hippocampus,,Male,NA,NA,NA,15619,10x Genomics,Single-nucleus RNA sequencing,NA,
AD031004,GSE142267; GSE110741,logcounts,31951107,AD,Disease,,Mouse,Hippocampus,,Female,NA,50-91 years,50-91 years,39058,10x Genomics,Single-nucleus RNA sequencing,NA,
AD032001,GSE174367,logcounts,34239132,AD,Healthy,,Human,Prefrontal cortex,,Male,NA,NA,NA,8226,10x Genomics,Single-nucleus RNA sequencing,TREM2CV-5XFAD (IgG),
AD032002,GSE174367,logcounts,34239132,AD,Healthy,,Human,Prefrontal cortex,,Female,NA,77+ years,77+ years,6658,10x Genomics,Single-nucleus RNA sequencing,TREM2CV-5XFAD (IgG),
AD032003,GSE174367,logcounts,34239132,AD,Healthy,,Human,Prefrontal cortex,,Female,NA,NA,NA,32061,10x Genomics,Single-nucleus RNA sequencing,Trem2-/--5XFAD (IgG),
AD032004,GSE174367,logcounts,34239132,AD,Healthy,,Human,Prefrontal cortex,,Male,NA,NA,NA,3296,10x Genomics,Single-nucleus RNA sequencing,TREM2R47H-5XFAD (IgG),
AD032005,GSE174367,logcounts,34239132,AD,Disease,AD032001; AD032002; AD032003; AD032004,Human,Prefrontal cortex,,Female,NA,NA,NA,57044,10x Genomics,Single-nucleus RNA sequencing,TREM2R47H-5XFAD (IgG),
AD032006,GSE174367,logcounts,34239132,AD,Disease,AD032001; AD032002; AD032003; AD032004,Human,Prefrontal cortex,,Male,NA,NA,NA,7195,10x Genomics,Single-nucleus RNA sequencing,TREM2CV-5XFAD (hT2AB),
AD033001,GSE157985,logcounts,34156424,AD,Healthy,,Mouse,Hippocampus,,Female,NA,8 months,8 months,1930,10x Genomics,Single-nucleus RNA sequencing,E5487,
AD033002,GSE157985,logcounts,34156424,AD,Disease,AD033001,Mouse,Hippocampus,,Female,NA,8 months,8 months,4546,10x Genomics,Single-nucleus RNA sequencing,E5487,
AD033003,GSE157985,logcounts,34156424,AD,Disease,,Mouse,Hippocampus,,Female,NA,8 months,8 months,65826,10x Genomics,Single-nucleus RNA sequencing,E4KI,
AD034001,GSE160523,logcounts,39402379,AD,Healthy,,Mouse,Cortex,,Female,NA,8 months,8 months,8616,10x Genomics,Single-nucleus RNA sequencing,5XFAD-R47H,
AD034002,GSE160523,logcounts,33859405,AD,Disease,AD034001,Mouse,Cortex,,Female,NA,8 months,8 months,27317,10x Genomics,Single-nucleus RNA sequencing,5XFAD-CV,
AD035001,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Female,3,75-90+ years,75-90+ years,4482,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035002,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Female,4,75-90+ years,75-90+ years,12297,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035003,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Female,5,75-90+ years,75-90+ years,27153,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035004,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Female,6,75-90+ years,75-90+ years,4263,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035005,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Male,0,75-90+ years,75-90+ years,20628,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035006,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Male,2,NA,no data available,23100,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035007,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Male,3,NA,no data available,7178,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035008,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Male,4,NA,no data available,6896,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035009,syn26223298,logcounts,39402379,AD,Healthy,,Human,Middle temporal gyrus,,Male,5,NA,no data available,41870,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035010,syn26223298,logcounts,39402379,AD,Disease,AD035001; AD035002; AD035003; AD035004; AD035005; AD035006; AD035007; AD035008; AD035009,Human,Middle temporal gyrus,,Female,2,NA,no data available,28067,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035011,syn26223298,logcounts,39402379,AD,Disease,AD035001; AD035002; AD035003; AD035004; AD035005; AD035006; AD035007; AD035008; AD035009,Human,Middle temporal gyrus,,Female,4,80+ years,80+ years,28525,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035012,syn26223298,logcounts,39402379,AD,Disease,AD035001; AD035002; AD035003; AD035004; AD035005; AD035006; AD035007; AD035008; AD035009,Human,Middle temporal gyrus,,Female,5,80+ years,80+ years,56092,10x Genomics,Single-nucleus RNA sequencing,NA,
AD035013,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Reference,Less than 65 years old,Less than 65 years,32878,,,NA,
AD035014,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak 0,78 to 89 years old,78 to 89 years old,31101,,,NA,
AD035015,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Reference,Less than 65 years old,Less than 65 years ,29072,,,NA,
AD035016,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Reference,Less than 65 years old,Less than 65 years,28629,,,NA,
AD035017,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,90+ years old,90+ years ,26024,,,NA,
AD035018,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Male,Braak VI,65 to 77 years old,65 to 77 years,25251,,,NA,
AD035019,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak V,90+ years old,90+ years,25216,,,NA,
AD035020,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Male,Braak V,78 to 89 years old,78 to 89 years,25050,,,NA,
AD035021,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak V,90+ years old,90+ years,22878,,,NA,
AD035022,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak V,90+ years old,90+ years,22111,,,NA,
AD035023,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak VI,65 to 77 years old,65 to 77 years,21577,,,NA,
AD035024,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak IV,90+ years old,90+ years ,21384,,,NA,
AD035025,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak II,90+ years old,90+ years ,20849,,,NA,
AD035026,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Male,Braak IV,90+ years old,90+ years ,20328,,,NA,
AD035027,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak VI,65 to 77 years old,65 to 77 years ,20109,,,NA,
AD035028,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak IV,78 to 89 years old,78 to 89 years ,20060,,,NA,
AD035029,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak III,78 to 89 years old,78 to 89 years ,19928,,,NA,
AD035030,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Male,Braak V,90+ years old,90+ years,19402,,,NA,
AD035031,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,90+ years old,90+ years ,19351,,,NA,
AD035032,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,90+ years old,90+ years,19259,,,NA,
AD035033,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak V,90+ years old,90+ years ,19084,,,NA,
AD035034,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak III,90+ years old,90+ years ,18951,,,NA,
AD035035,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak IV,90+ years old,90+ years ,18631,,,NA,
AD035036,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,90+ years old,90+ years ,18560,,,NA,
AD035037,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,78 to 89 years old,78 to 89 years ,18506,,,NA,
AD035038,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak V,90+ years old,90+ years ,18359,,,NA,
AD035039,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak V,78 to 89 years old,78 to 89 years ,18051,,,NA,
AD035040,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,78 to 89 years old,78 to 89 years ,17954,,,NA,
AD035041,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak V,90+ years old,90+ years ,17763,,,NA,
AD035042,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Male,Braak VI,78 to 89 years old,78 to 89 years,17409,,,NA,
AD035043,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak V,78 to 89 years old,78 to 89 years ,17394,,,NA,
AD035044,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak V,78 to 89 years old,78 to 89 years ,17346,,,NA,
AD035045,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Male,Braak V,78 to 89 years old,78 to 89 years ,17166,,,NA,
AD035046,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Male,Braak IV,90+ years old,90+ years ,17165,,,NA,
AD035047,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak V,78 to 89 years old,78 to 89 years ,16992,,,NA,
AD035048,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak II,90+ years old,90+ years ,16962,,,NA,
AD035049,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,78 to 89 years old,78 to 89 years ,16900,,,NA,
AD035050,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,90+ years old,90+ years ,16851,,,NA,
AD035051,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak VI,78 to 89 years old,78 to 89 years ,16848,,,NA,
AD035052,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak V,90+ years old,90+ years ,16489,,,NA,
AD035053,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak VI,78 to 89 years old,78 to 89 years ,16369,,,NA,
AD035054,syn26223298,,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,NA,Female,Braak V,90+ years old,90+ years ,16293,,,NA,
AD035055,syn26223298,,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,NA,Female,Braak IV,90+ years old,90+ years ,16213,,,NA,
