Dataset_id,Public_dataset_id,Pubmed_id,Disease,Status,Control,Species,Brain_region,Sex,Stage,Age,N_cells,Protocol,Methodology,Model
AD031002,GSE142267; GSE110741,31951107,AD,Healthy,,Mouse,Hippocampus,Female,NA,4-11 months,601,10x Genomics,Single-nucleus RNA sequencing,NA
AD031003,GSE142267; GSE110741,31951107,AD,Disease,AD031001; AD031002,Mouse,Hippocampus,Male,NA,4-11 months,15264,10x Genomics,Single-nucleus RNA sequencing,NA
AD031004,GSE142267; GSE110741,31951107,AD,Disease,AD031001; AD031002,Mouse,Hippocampus,Female,NA,4-11 months,38053,10x Genomics,Single-nucleus RNA sequencing,NA
AD032001,GSE174367,34239132,AD,Healthy,,Human,Prefrontal cortex,Male,NA,NA,7962,10x Genomics,Single-nucleus RNA sequencing,TREM2CV-5XFAD (IgG)
AD032002,GSE174367,34239132,AD,Healthy,,Human,Prefrontal cortex,Female,NA,77+ years,6439,10x Genomics,Single-nucleus RNA sequencing,TREM2CV-5XFAD (IgG)
AD032003,GSE174367,34239132,AD,Healthy,,Human,Prefrontal cortex,Female,NA,NA,31316,10x Genomics,Single-nucleus RNA sequencing,Trem2-/--5XFAD (IgG)
AD032004,GSE174367,34239132,AD,Healthy,,Human,Prefrontal cortex,Male,NA,NA,3213,10x Genomics,Single-nucleus RNA sequencing,TREM2R47H-5XFAD (IgG)
AD032005,GSE174367,34239132,AD,Disease,AD032001; AD032002; AD032003; AD032004,Human,Prefrontal cortex,Female,NA,NA,55069,10x Genomics,Single-nucleus RNA sequencing,TREM2R47H-5XFAD (IgG)
AD032006,GSE174367,34239132,AD,Disease,AD032001; AD032002; AD032003; AD032004,Human,Prefrontal cortex,Male,NA,NA,6993,10x Genomics,Single-nucleus RNA sequencing,TREM2CV-5XFAD (hT2AB)
AD033001,GSE157985,34156424,AD,Healthy,,Mouse,Hippocampus,Female,NA,8 months,1872,10x Genomics,Single-nucleus RNA sequencing,E5487
AD033002,GSE157985,34156424,AD,Disease,AD033001,Mouse,Hippocampus,Female,NA,8 months,4397,10x Genomics,Single-nucleus RNA sequencing,E5487
AD033003,GSE157985,34156424,AD,Disease,AD033001,Mouse,Hippocampus,Female,NA,8 months,64048,10x Genomics,Single-nucleus RNA sequencing,E4KI
AD034001,GSE160523,33859405,AD,Healthy,,Mouse,Cortex,Female,NA,8 months,8335,10x Genomics,Single-nucleus RNA sequencing,5XFAD-R47H
AD034002,GSE160523,33859405,AD,Disease,AD034001,Mouse,Cortex,Female,NA,8 months,26408,10x Genomics,Single-nucleus RNA sequencing,5XFAD-CV
AD035001,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Female,3,75-90+ years,4357,10x Genomics,Single-nucleus RNA sequencing,NA
AD035002,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Female,4,75-90+ years,11365,10x Genomics,Single-nucleus RNA sequencing,NA
AD035003,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Female,5,75-90+ years,24938,10x Genomics,Single-nucleus RNA sequencing,NA
AD035004,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Female,6,75-90+ years,3912,10x Genomics,Single-nucleus RNA sequencing,NA
AD035005,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Male,0,75-90+ years,20141,10x Genomics,Single-nucleus RNA sequencing,NA
AD035006,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Male,2,NA,22414,10x Genomics,Single-nucleus RNA sequencing,NA
AD035007,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Male,3,NA,7012,10x Genomics,Single-nucleus RNA sequencing,NA
AD035008,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Male,4,NA,6719,10x Genomics,Single-nucleus RNA sequencing,NA
AD035009,syn26223298,39402379,AD,Healthy,,Human,Middle temporal gyrus,Male,5,NA,40372,10x Genomics,Single-nucleus RNA sequencing,NA
AD035010,syn26223298,39402379,AD,Disease,AD035001; AD035002; AD035003; AD035004; AD035005; AD035006; AD035007; AD035008; AD035009,Human,Middle temporal gyrus,Female,2,NA,27539,10x Genomics,Single-nucleus RNA sequencing,NA
AD035011,syn26223298,39402379,AD,Disease,AD035001; AD035002; AD035003; AD035004; AD035005; AD035006; AD035007; AD035008; AD035009,Human,Middle temporal gyrus,Female,4,80+ years,27840,10x Genomics,Single-nucleus RNA sequencing,NA
AD035012,syn26223298,39402379,AD,Disease,AD035001; AD035002; AD035003; AD035004; AD035005; AD035006; AD035007; AD035008; AD035009,Human,Middle temporal gyrus,Female,5,80+ years,54139,10x Genomics,Single-nucleus RNA sequencing,NA
AD035013,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Reference,Less than 65 years old,32690,,,NA
AD035014,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak 0,78 to 89 years old,29387,,,NA
AD035015,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Reference,Less than 65 years old,28838,,,NA
AD035016,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Reference,Less than 65 years old,28059,,,NA
AD035017,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,90+ years old,25273,,,NA
AD035018,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Male,Braak VI,65 to 77 years old,23557,,,NA
AD035019,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak V,90+ years old,23707,,,NA
AD035020,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Male,Braak V,78 to 89 years old,23319,,,NA
AD035021,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,21662,,,NA
AD035022,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,21174,,,NA
AD035023,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak VI,65 to 77 years old,20368,,,NA
AD035024,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak IV,90+ years old,19707,,,NA
AD035025,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak II,90+ years old,19405,,,NA
AD035026,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Male,Braak IV,90+ years old,20127,,,NA
AD035027,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak VI,65 to 77 years old,19248,,,NA
AD035028,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak IV,78 to 89 years old,19204,,,NA
AD035029,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak III,78 to 89 years old,19221,,,NA
AD035030,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Male,Braak V,90+ years old,18521,,,NA
AD035031,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak IV,90+ years old,18573,,,NA
AD035032,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,90+ years old,18336,,,NA
AD035033,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak V,90+ years old,18406,,,NA
AD035034,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak III,90+ years old,18061,,,NA
AD035035,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak IV,90+ years old,16796,,,NA
AD035036,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,90+ years old,18103,,,NA
AD035037,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,78 to 89 years old,18044,,,NA
AD035038,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak V,90+ years old,17638,,,NA
AD035039,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak V,78 to 89 years old,16897,,,NA
AD035040,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,78 to 89 years old,16991,,,NA
AD035041,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,17414,,,NA
AD035042,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Male,Braak VI,78 to 89 years old,16345,,,NA
AD035043,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak V,78 to 89 years old,15472,,,NA
AD035044,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak V,78 to 89 years old,16371,,,NA
AD035045,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Male,Braak V,78 to 89 years old,16894,,,NA
AD035046,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak IV,90+ years old,16104,,,NA
AD035047,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak V,78 to 89 years old,16768,,,NA
AD035048,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak II,90+ years old,15602,,,NA
AD035049,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,78 to 89 years old,15829,,,NA
AD035050,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,90+ years old,15471,,,NA
AD035051,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak VI,78 to 89 years old,15623,,,NA
AD035052,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,15687,,,NA
AD035053,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak VI,78 to 89 years old,15113,,,NA
AD035054,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,15476,,,NA
AD035055,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,90+ years old,15676,,,NA
AD035056,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,15713,,,NA
AD035057,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak III,78 to 89 years old,14281,,,NA
AD035058,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,15079,,,NA
AD035059,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak VI,78 to 89 years old,15624,,,NA
AD035060,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Male,Braak 0,65 to 77 years old,15300,,,NA
AD035061,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Male,Braak V,90+ years old,15584,,,NA
AD035062,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,15017,,,NA
AD035063,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak V,90+ years old,15100,,,NA
AD035064,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak II,78 to 89 years old,15278,,,NA
AD035065,syn26223298,39402379,AD,Healthy,,Human,dorsolateral prefrontal cortex,Female,Braak IV,78 to 89 years old,14452,,,NA
AD035066,syn26223298,39402379,AD,Disease,AD035013; AD035014; AD035015; AD035016; AD035017; AD035019; AD035021; AD035024; AD035025; AD035028; AD035029; AD035032; AD035033; AD035034; AD035035; AD035036; AD035037; AD035038; AD035039; AD035040; AD035041; AD035043; AD035044; AD035046; AD035049; AD035050; AD035052; AD035053; AD035055; AD035057; AD035058; AD035060; ; AD035065; AD035067; AD035070; AD035071; AD035076; AD035079; AD035080; AD035084; AD035085; AD035088; AD035091,Human,dorsolateral prefrontal cortex,Female,Braak IV,90+ years old,14240,,,NA
